20.05,6.95
21.15,5.7
20.7,3.45
20.75,7.65
21.2,9.25
18.8,8.1
19.45,10.55
22.0,6.75
21.15,2.85
20.05,9.95
19.35,12.2
20.0,8.2
20.6,11.15
22.15,4.35
20.75,6.55
21.85,6.2
19.8,7.5
20.7,10.65
20.9,9.7
20.45,2.8
21.0,7.15
18.0,8.55
20.95,10.2
22.8,6.45
22.5,4.75
22.2,5.75
22.2,3.5
21.75,2.65
21.3,11.65
20.75,8.75
22.9,8.45
20.55,5.75
22.75,7.05
21.65,8.65
20.4,3.4
22.0,3.25
21.65,9.45
23.05,3.35
21.45,3.75
21.65,4.85
19.85,5.5
20.7,5.15
21.75,8.2
20.4,5.65
20.15,4.3
20.05,11.6
23.0,7.35
22.55,7.9
17.8,9.3
21.65,10.05
17.05,9.0
18.65,4.75
18.8,8.35
16.55,4.2
17.3,4.8
17.35,10.85
16.35,5.35
19.4,9.65
22.65,6.65
20.05,10.2
19.8,3.25
19.9,2.05
19.75,5.05
18.3,12.0
18.65,7.3
22.75,9.35
23.05,10.9
21.85,10.7
21.8,11.15
21.1,4.05
21.1,8.0
23.3,9.85
22.2,8.7
23.65,6.5
23.0,5.75
23.05,3.8
17.2,2.05
18.4,3.6
18.15,1.95
19.0,2.1
16.2,5.9
17.65,5.7
18.45,6.6
16.6,7.95
18.05,7.35
19.4,7.6
19.25,6.6
17.95,11.9
18.6,10.0
18.75,5.15
16.25,10.2
18.0,12.5
16.05,8.95
15.85,12.0
15.5,6.75
18.15,3.05
19.25,5.95
17.6,4.3
23.95,9.8
24.15,4.55
23.5,5.05
23.6,5.7
23.15,4.4
20.1,9.4
24.3,5.65
23.85,7.35
23.7,8.85
23.65,9.1
23.5,7.85
23.1,5.3
22.4,10.05
23.95,6.9
22.15,5.2
21.95,7.55
18.6,3.45
16.4,8.7
17.85,7.75
18.75,9.55
18.85,9.05
16.95,4.75
17.4,6.5
24.8,6.4
24.25,8.25
15.55,8.2
17.05,6.05
19.5,8.65
17.9,5.4
17.5,8.25
18.7,5.75
22.35,9.2
15.25,8.65
15.45,9.7
15.4,10.1
16.7,12.2
15.55,11.15
17.25,9.6
24.85,7.95
18.0,10.65
16.95,10.35
14.8,11.35
15.15,5.95
19.45,2.65
14.65,5.05
18.85,3.2
16.1,3.55
19.1,4.55
15.1,10.25
15.25,3.5
17.3,4.15
16.7,7.4
14.85,9.55
8.5,3.25
13.7,3.65
5.15,3.45
18.4,4.6
19.5,11.05
8.15,4.0
10.15,11.0
4.95,4.05
17.25,3.05
16.2,4.55
5.8,4.0
17.05,3.7
4.85,2.9
5.4,2.7
17.6,9.9
10.9,10.0
10.1,8.65
10.35,7.7
11.3,7.95
12.75,3.0
8.1,3.55
5.45,4.85
5.1,4.35
6.75,3.55
7.65,2.15
5.2,2.15
14.45,10.75
15.6,4.75
12.85,10.65
19.1,2.65
15.75,7.75
14.7,4.5
16.65,2.8
18.05,2.45
13.35,8.25
15.0,3.4
11.55,6.3
6.35,1.95
18.1,11.1
13.15,9.8
6.2,3.2
15.65,2.05
18.4,6.0
6.75,3.2
10.6,5.05
12.15,5.4
7.2,4.9
16.6,6.85
15.9,4.0
12.8,10.1
13.1,5.1
5.9,2.4
14.3,6.95
12.25,7.6
15.7,6.35
12.4,4.35
13.9,5.3
17.15,8.6
18.65,4.2
19.0,11.65
14.1,10.05
14.6,3.05
13.1,8.95
15.55,5.05
16.5,9.75
17.65,7.05
