17.05,19.85
18.95,19.3
21.25,20.4
7.35,18.3
22.2,17.15
29.9,19.95
28.2,13.95
27.15,14.85
20.1,15.4
8.25,16.65
10.6,18.85
18.85,18.9
10.05,18.1
21.45,19.0
20.45,22.75
19.55,20.55
17.75,20.55
14.45,18.35
10.95,19.1
10.05,15.9
8.5,19.2
19.1,21.7
27.25,16.7
17.8,18.65
10.35,16.9
19.1,17.8
18.55,19.2
7.15,19.9
15.75,19.45
9.2,20.8
17.9,21.95
8.05,21.55
12.15,20.0
10.2,20.25
13.15,20.8
20.1,19.9
17.9,17.0
17.3,17.75
28.35,18.25
17.2,15.9
29.15,8.1
36.6,13.2
10.65,19.35
18.5,19.9
29.05,16.0
11.5,17.1
20.4,21.4
14.65,20.3
12.1,18.75
16.35,16.9
10.9,22.35
9.65,19.75
11.6,20.95
19.65,18.2
19.2,18.8
18.75,15.5
11.15,18.1
18.65,20.7
19.0,16.75
10.3,19.15
8.95,18.0
18.45,18.85
20.1,18.95
18.75,18.55
20.9,17.9
12.65,17.65
13.2,19.2
15.75,18.25
20.25,17.2
19.55,19.3
10.4,19.55
15.95,20.75
17.85,19.5
11.25,19.75
10.8,19.6
10.25,21.25
34.15,22.35
38.85,22.4
8.55,20.0
9.6,18.85
9.2,22.35
16.95,21.6
18.3,18.1
10.9,20.3
21.4,15.95
35.55,22.5
17.0,18.9
19.0,22.7
19.1,19.95
15.85,9.95
17.0,10.05
15.35,9.9
16.6,9.05
15.6,9.45
15.9,9.0
16.45,10.1
17.2,9.25
15.1,9.55
26.8,19.05
41.95,8.5
29.45,12.05
17.45,9.85
16.05,9.65
40.25,18.45
16.6,9.45
17.0,9.6
16.5,9.8
37.65,8.4
42.9,11.25
38.6,12.1
30.35,13.85
16.05,9.35
30.4,17.85
15.3,9.15
36.1,10.5
35.25,20.2
11.85,10.0
19.05,7.45
16.1,13.1
19.4,8.7
18.8,6.25
9.75,9.8
15.2,11.95
13.95,10.9
18.3,12.75
12.45,6.25
13.2,5.85
19.6,8.05
17.5,13.0
12.35,9.65
14.7,6.9
18.95,10.8
21.2,8.7
13.65,6.25
11.3,8.5
15.35,7.05
15.05,11.55
15.8,6.4
11.25,11.1
12.15,9.1
18.85,11.45
11.55,7.95
11.1,9.3
11.15,9.8
15.9,12.1
12.65,7.95
12.9,8.5
15.85,11.55
15.95,12.6
10.4,10.9
16.55,7.1
10.9,10.4
12.4,10.1
13.15,12.2
14.65,12.4
13.4,11.65
13.05,11.1
20.25,7.05
17.1,12.1
12.05,12.75
12.7,13.0
10.65,9.55
13.8,7.3
19.9,9.45
12.65,12.4
16.75,13.1
16.05,6.85
13.55,10.65
11.7,8.85
17.85,7.3
21.15,9.35
18.95,8.1
15.05,12.95
19.55,7.05
10.6,11.6
11.7,10.55
11.9,12.1
13.35,6.85
15.0,7.5
12.6,15.8
10.75,9.0
21.25,7.25
15.6,12.95
12.45,22.3
15.5,5.9
21.65,7.8
21.25,10.1
19.5,9.2
10.35,10.2
12.45,8.7
14.1,11.7
