23.15,31.95
7.35,30.85
7.35,35.5
7.65,32.3
8.15,29.5
26.05,31.25
8.65,36.55
11.35,31.95
12.1,33.15
9.65,32.5
18.8,30.05
27.35,34.1
17.9,31.15
17.35,34.25
9.95,30.45
23.8,36.3
22.0,31.05
24.1,34.25
10.5,31.6
18.55,31.5
16.75,32.45
12.75,34.95
10.1,34.8
19.9,31.0
20.6,36.35
10.25,32.3
23.5,34.9
24.1,35.45
9.85,30.95
21.3,30.65
11.75,34.7
9.15,30.7
26.05,29.7
21.3,35.75
14.15,33.2
25.5,32.95
21.6,31.55
7.0,36.55
11.15,32.95
18.85,33.05
20.05,30.7
11.1,30.4
9.0,29.85
19.85,29.6
19.85,35.95
24.3,30.25
3.5,34.05
20.25,31.75
10.85,34.0
4.05,34.6
24.45,32.25
21.6,29.95
7.7,34.35
23.1,30.3
8.0,30.75
19.85,32.3
27.55,33.25
4.65,34.9
5.05,34.5
17.2,31.75
10.0,36.35
19.1,31.95
22.25,33.25
21.25,34.4
20.4,33.8
21.5,35.05
6.45,32.35
7.05,33.7
9.9,29.7
26.0,30.65
9.3,33.5
25.5,29.6
7.4,30.1
22.05,32.55
7.5,36.1
13.1,32.75
4.1,35.45
22.9,35.5
11.75,34.3
6.8,35.0
10.5,30.6
9.85,35.65
17.0,33.7
7.25,34.6
19.3,30.5
18.4,33.85
3.8,32.0
4.4,31.9
25.95,32.35
17.95,32.85
19.75,34.55
4.6,33.65
8.85,30.35
13.7,33.25
11.0,34.65
12.0,31.2
18.8,30.55
24.15,30.95
18.95,33.25
26.05,33.85
25.5,30.5
22.9,34.2
5.15,33.05
9.45,31.8
5.45,33.6
3.85,33.05
5.1,32.05
8.05,35.35
21.75,34.2
21.6,29.5
26.65,32.15
8.0,34.7
24.8,29.8
22.05,30.35
11.45,30.9
12.7,31.3
13.05,34.05
6.05,35.95
24.0,30.75
7.9,33.0
20.55,29.15
11.55,35.8
8.8,32.45
4.4,32.65
12.95,31.95
20.65,34.45
22.05,34.6
22.3,35.7
17.65,31.7
23.85,29.2
5.2,36.3
25.6,34.4
24.7,32.5
23.3,33.85
8.85,34.55
18.05,30.45
18.6,32.05
10.3,33.3
12.25,32.05
4.2,34.2
27.15,30.65
4.8,32.8
18.05,34.3
26.15,35.7
11.65,30.7
19.4,30.25
17.3,32.75
26.9,30.75
11.7,32.65
8.2,36.0
27.75,31.85
5.95,31.75
6.75,31.5
25.0,31.05
15.65,32.95
19.35,35.4
5.85,34.8
9.8,33.85
14.7,33.25
20.0,32.8
6.6,33.95
17.5,31.0
5.65,30.4
11.05,31.65
9.4,35.25
20.45,30.25
19.3,34.15
20.0,33.85
23.35,33.25
18.55,35.3
13.2,33.15
27.0,33.65
21.15,32.1
12.55,34.05
21.05,35.0
7.1,32.75
6.15,33.7
5.35,35.55
8.65,31.15
24.7,35.4
12.75,33.1
22.65,30.95
27.95,34.2
23.15,29.6
28.2,32.7
26.85,34.65
21.3,33.5
16.15,32.6
21.9,33.65
24.45,31.45
23.25,35.85
8.15,31.95
9.5,34.4
23.7,32.45
23.95,34.25
19.15,32.8
24.9,34.4
20.0,35.05
20.55,35.5
6.0,32.8
20.75,31.75
15.15,33.0
11.75,35.2
6.7,30.0
22.55,32.6
26.0,35.25
9.1,35.5
24.85,33.7
9.1,36.4
27.85,31.25
6.1,30.75
22.2,31.55
12.25,32.25
12.05,30.4
21.95,36.25
10.75,35.55
19.65,31.55
18.85,34.85
4.75,31.05
18.35,32.6
27.1,32.4
25.3,35.15
20.75,33.1
8.6,33.55
26.95,31.45
17.45,33.45
23.9,33.6
22.55,29.35
17.05,32.65
23.7,31.45
26.5,33.05
25.2,31.55
